Fecha,Nombre,Precio
2024-01-01,Precio mercado SPOT Diario,869.82
2024-01-02,Precio mercado SPOT Diario,981.79
2024-01-03,Precio mercado SPOT Diario,1322.02
2024-01-04,Precio mercado SPOT Diario,2192.59
2024-01-05,Precio mercado SPOT Diario,1646.77
2024-01-06,Precio mercado SPOT Diario,1055.28
2024-01-07,Precio mercado SPOT Diario,1823.96
2024-01-08,Precio mercado SPOT Diario,2532.22
2024-01-09,Precio mercado SPOT Diario,2731.89
2024-01-10,Precio mercado SPOT Diario,2421.1
2024-01-11,Precio mercado SPOT Diario,2327.3
2024-01-12,Precio mercado SPOT Diario,2341.38
2024-01-13,Precio mercado SPOT Diario,2096.41
2024-01-14,Precio mercado SPOT Diario,1803.01
2024-01-15,Precio mercado SPOT Diario,2101.43
2024-01-16,Precio mercado SPOT Diario,2162.78
2024-01-17,Precio mercado SPOT Diario,646.92
2024-01-18,Precio mercado SPOT Diario,1124.21
2024-01-19,Precio mercado SPOT Diario,1700.77
2024-01-20,Precio mercado SPOT Diario,1932.62
2024-01-21,Precio mercado SPOT Diario,1545.64
2024-01-22,Precio mercado SPOT Diario,1630.0
2024-01-23,Precio mercado SPOT Diario,1872.46
2024-01-24,Precio mercado SPOT Diario,2002.16
2024-01-25,Precio mercado SPOT Diario,1843.12
2024-01-26,Precio mercado SPOT Diario,1741.55
2024-01-27,Precio mercado SPOT Diario,1585.56
2024-01-28,Precio mercado SPOT Diario,1251.36
2024-01-29,Precio mercado SPOT Diario,1871.22
2024-01-30,Precio mercado SPOT Diario,1950.83
2024-01-31,Precio mercado SPOT Diario,2022.3
2024-02-01,Precio mercado SPOT Diario,1702.76
2024-02-02,Precio mercado SPOT Diario,1567.62
2024-02-03,Precio mercado SPOT Diario,1447.78
2024-02-04,Precio mercado SPOT Diario,1514.38
2024-02-05,Precio mercado SPOT Diario,1942.0
2024-02-06,Precio mercado SPOT Diario,1776.67
2024-02-07,Precio mercado SPOT Diario,1202.59
2024-02-08,Precio mercado SPOT Diario,928.02
2024-02-09,Precio mercado SPOT Diario,964.23
2024-02-10,Precio mercado SPOT Diario,227.29
2024-02-11,Precio mercado SPOT Diario,1075.9
2024-02-12,Precio mercado SPOT Diario,1100.5
2024-02-13,Precio mercado SPOT Diario,1505.24
2024-02-14,Precio mercado SPOT Diario,1429.66
2024-02-15,Precio mercado SPOT Diario,1229.27
2024-02-16,Precio mercado SPOT Diario,1301.82
2024-02-17,Precio mercado SPOT Diario,1168.64
2024-02-18,Precio mercado SPOT Diario,1128.85
2024-02-19,Precio mercado SPOT Diario,1093.15
2024-02-20,Precio mercado SPOT Diario,1268.71
2024-02-21,Precio mercado SPOT Diario,1087.19
2024-02-22,Precio mercado SPOT Diario,257.01
2024-02-23,Precio mercado SPOT Diario,161.18
2024-02-24,Precio mercado SPOT Diario,166.6
