Fecha,Nombre,Consumo
2021-01-01,Hidráulica,111077.579
2021-01-02,Hidráulica,112211.332
2021-01-03,Hidráulica,116969.983
2021-01-04,Hidráulica,165965.559
2021-01-05,Hidráulica,176184.581
2021-01-06,Hidráulica,162051.841
2021-01-07,Hidráulica,153100.745
2021-01-08,Hidráulica,147776.143
2021-01-09,Hidráulica,119233.046
2021-01-10,Hidráulica,117874.196
2021-01-11,Hidráulica,128892.824
2021-01-12,Hidráulica,143409.014
2021-01-13,Hidráulica,146389.124
2021-01-14,Hidráulica,144555.915
2021-01-15,Hidráulica,144132.149
2021-01-16,Hidráulica,137732.445
2021-01-17,Hidráulica,120323.328
2021-01-18,Hidráulica,152882.161
2021-01-19,Hidráulica,137531.73
2021-01-20,Hidráulica,114348.007
2021-01-21,Hidráulica,103753.265
2021-01-22,Hidráulica,104619.242
2021-01-23,Hidráulica,77453.038
2021-01-24,Hidráulica,79891.963
2021-01-25,Hidráulica,131376.708
2021-01-26,Hidráulica,149235.177
2021-01-27,Hidráulica,139095.155
2021-01-28,Hidráulica,141222.105
2021-01-29,Hidráulica,136300.725
2021-01-30,Hidráulica,121017.436
2021-01-31,Hidráulica,120740.267
2021-02-01,Hidráulica,130483.4
2021-02-02,Hidráulica,138157.256
2021-02-03,Hidráulica,142097.464
2021-02-04,Hidráulica,163568.216
2021-02-05,Hidráulica,167005.715
2021-02-06,Hidráulica,156160.465
2021-02-07,Hidráulica,135189.328
2021-02-08,Hidráulica,145358.004
2021-02-09,Hidráulica,150452.743
2021-02-10,Hidráulica,166553.382
2021-02-11,Hidráulica,176622.745
2021-02-12,Hidráulica,168368.361
2021-02-13,Hidráulica,167397.93
2021-02-14,Hidráulica,156468.392
2021-02-15,Hidráulica,150923.736
2021-02-16,Hidráulica,162525.171
2021-02-17,Hidráulica,177056.423
2021-02-18,Hidráulica,175433.534
2021-02-19,Hidráulica,169929.419
2021-02-20,Hidráulica,154298.223
2021-02-21,Hidráulica,156470.644
2021-02-22,Hidráulica,180811.123
2021-02-23,Hidráulica,176184.023
2021-02-24,Hidráulica,175460.813
2021-02-25,Hidráulica,191711.084
2021-02-26,Hidráulica,189906.439
2021-02-27,Hidráulica,157463.141
2021-02-28,Hidráulica,135545.318
2021-03-01,Hidráulica,157149.651
2021-03-02,Hidráulica,178579.094
2021-03-03,Hidráulica,181315.755
2021-03-04,Hidráulica,168308.302
2021-03-05,Hidráulica,157255.419
2021-03-06,Hidráulica,139380.173
2021-03-07,Hidráulica,132557.757
2021-03-08,Hidráulica,163672.7
2021-03-09,Hidráulica,159582.909
2021-03-10,Hidráulica,145386.821
2021-03-11,Hidráulica,117511.749
2021-03-12,Hidráulica,116863.102
2021-03-13,Hidráulica,88600.955
2021-03-14,Hidráulica,84812.413
2021-03-15,Hidráulica,121678.362
2021-03-16,Hidráulica,100728.384
2021-03-17,Hidráulica,86678.527
2021-03-18,Hidráulica,100338.989
2021-03-19,Hidráulica,94744.496
2021-03-20,Hidráulica,51156.839
2021-03-21,Hidráulica,56510.687
2021-03-22,Hidráulica,108155.582
2021-03-23,Hidráulica,131628.839
2021-03-24,Hidráulica,146127.931
2021-03-25,Hidráulica,145424.409
2021-03-26,Hidráulica,131055.84
2021-03-27,Hidráulica,96627.295
2021-03-28,Hidráulica,66805.417
2021-03-29,Hidráulica,94618.935
2021-03-30,Hidráulica,105051.173
2021-03-31,Hidráulica,87107.507
2021-04-01,Hidráulica,75659.386
2021-04-02,Hidráulica,77376.403
2021-04-03,Hidráulica,54302.353
2021-04-04,Hidráulica,53827.766
2021-04-05,Hidráulica,69261.133
2021-04-06,Hidráulica,84560.596
2021-04-07,Hidráulica,107781.359
2021-04-08,Hidráulica,131778.533
2021-04-09,Hidráulica,123913.982
2021-04-10,Hidráulica,94466.118
2021-04-11,Hidráulica,70807.641
2021-04-12,Hidráulica,106761.152
2021-04-13,Hidráulica,122651.494
2021-04-14,Hidráulica,111063.072
2021-04-15,Hidráulica,102650.168
2021-04-16,Hidráulica,89751.79
2021-04-17,Hidráulica,65081.976
2021-04-18,Hidráulica,62655.492
2021-04-19,Hidráulica,104744.717
2021-04-20,Hidráulica,101381.106
2021-04-21,Hidráulica,111809.147
2021-04-22,Hidráulica,104932.95
2021-04-23,Hidráulica,67807.754
2021-04-24,Hidráulica,55403.846
2021-04-25,Hidráulica,64395.652
2021-04-26,Hidráulica,104536.14
2021-04-27,Hidráulica,104123.681
2021-04-28,Hidráulica,105708.343
2021-04-29,Hidráulica,109464.191
2021-04-30,Hidráulica,106361.081
2021-05-01,Hidráulica,53133.987
2021-05-02,Hidráulica,48415.796
2021-05-03,Hidráulica,73141.881
2021-05-04,Hidráulica,82991.057
2021-05-05,Hidráulica,75279.344
2021-05-06,Hidráulica,71353.98
2021-05-07,Hidráulica,80891.173
2021-05-08,Hidráulica,51763.432
2021-05-09,Hidráulica,51691.436
2021-05-10,Hidráulica,70640.798
2021-05-11,Hidráulica,66552.891
2021-05-12,Hidráulica,55264.93
2021-05-13,Hidráulica,60573.952
2021-05-14,Hidráulica,63707.211
2021-05-15,Hidráulica,51666.484
2021-05-16,Hidráulica,53254.462
2021-05-17,Hidráulica,75087.801
2021-05-18,Hidráulica,73346.372
2021-05-19,Hidráulica,80513.887
2021-05-20,Hidráulica,79530.772
2021-05-21,Hidráulica,73883.825
2021-05-22,Hidráulica,77443.693
2021-05-23,Hidráulica,55731.601
2021-05-24,Hidráulica,63902.7
2021-05-25,Hidráulica,68739.725
2021-05-26,Hidráulica,77567.628
2021-05-27,Hidráulica,117165.713
2021-05-28,Hidráulica,83942.895
2021-05-29,Hidráulica,79799.272
2021-05-30,Hidráulica,63533.014
2021-05-31,Hidráulica,78971.533
2021-06-01,Hidráulica,82336.432
2021-06-02,Hidráulica,75439.243
2021-06-03,Hidráulica,59178.596
2021-06-04,Hidráulica,67194.245
2021-06-05,Hidráulica,62771.704
2021-06-06,Hidráulica,54639.459
2021-06-07,Hidráulica,58054.534
2021-06-08,Hidráulica,64629.745
2021-06-09,Hidráulica,68141.277
2021-06-10,Hidráulica,85042.439
2021-06-11,Hidráulica,64329.375
2021-06-12,Hidráulica,67677.449
2021-06-13,Hidráulica,63246.406
2021-06-14,Hidráulica,100236.358
2021-06-15,Hidráulica,96175.114
2021-06-16,Hidráulica,88035.579
2021-06-17,Hidráulica,89641.605
2021-06-18,Hidráulica,77150.002
2021-06-19,Hidráulica,68004.199
2021-06-20,Hidráulica,55484.917
2021-06-21,Hidráulica,66821.597
2021-06-22,Hidráulica,76938.832
2021-06-23,Hidráulica,74631.378
2021-06-24,Hidráulica,80550.471
2021-06-25,Hidráulica,78033.057
2021-06-26,Hidráulica,62407.134
2021-06-27,Hidráulica,53736.364
2021-06-28,Hidráulica,76064.423
2021-06-29,Hidráulica,74943.151
2021-06-30,Hidráulica,90717.46
2021-07-01,Hidráulica,96641.954
2021-07-02,Hidráulica,94466.717
2021-07-03,Hidráulica,90572.036
2021-07-04,Hidráulica,56631.895
2021-07-05,Hidráulica,89501.228
2021-07-06,Hidráulica,92497.816
2021-07-07,Hidráulica,91599.261
2021-07-08,Hidráulica,79359.907
2021-07-09,Hidráulica,78938.101
2021-07-10,Hidráulica,78965.42
2021-07-11,Hidráulica,78648.718
2021-07-12,Hidráulica,68662.959
2021-07-13,Hidráulica,71546.792
2021-07-14,Hidráulica,71554.752
2021-07-15,Hidráulica,66952.165
2021-07-16,Hidráulica,74672.584
2021-07-17,Hidráulica,67432.621
2021-07-18,Hidráulica,55158.817
2021-07-19,Hidráulica,70047.453
2021-07-20,Hidráulica,61079.813
2021-07-21,Hidráulica,65176.539
2021-07-22,Hidráulica,62416.616
2021-07-23,Hidráulica,59107.818
2021-07-24,Hidráulica,57425.449
2021-07-25,Hidráulica,52969.614
2021-07-26,Hidráulica,56003.144
2021-07-27,Hidráulica,55108.226
2021-07-28,Hidráulica,61152.567
2021-07-29,Hidráulica,73404.572
2021-07-30,Hidráulica,93021.305
2021-07-31,Hidráulica,38747.765
2021-08-01,Hidráulica,59359.741
2021-08-02,Hidráulica,79151.523
2021-08-03,Hidráulica,77619.114
2021-08-04,Hidráulica,80489.527
2021-08-05,Hidráulica,75165.509
2021-08-06,Hidráulica,57085.35
2021-08-07,Hidráulica,47760.714
2021-08-08,Hidráulica,51609.312
2021-08-09,Hidráulica,67961.541
2021-08-10,Hidráulica,79008.299
2021-08-11,Hidráulica,78543.561
2021-08-12,Hidráulica,67437.456
2021-08-13,Hidráulica,76431.309
2021-08-14,Hidráulica,66053.215
2021-08-15,Hidráulica,58484.394
2021-08-16,Hidráulica,46185.875
2021-08-17,Hidráulica,37340.772
2021-08-18,Hidráulica,47161.667
2021-08-19,Hidráulica,63359.983
2021-08-20,Hidráulica,64433.896
2021-08-21,Hidráulica,55893.644
