Nombre,Fecha,Porcentaje,Consumo
Demanda real,2022-03-05 00:00:00+01:00,0.3312262477831264,26147
Demanda real,2022-03-05 00:10:00+01:00,0.3352226822864068,26555
Demanda real,2022-03-05 00:20:00+01:00,0.3343181385912635,26366
Demanda real,2022-03-05 00:30:00+01:00,0.33312084857911445,26129
Demanda real,2022-03-05 00:40:00+01:00,0.3325901437687399,25956
Demanda real,2022-03-05 00:50:00+01:00,0.33005480018611383,25537
Demanda real,2022-03-05 01:00:00+01:00,0.3368251302760119,25273
Demanda real,2022-03-05 01:10:00+01:00,0.33453048706670435,24870
Demanda real,2022-03-05 01:20:00+01:00,0.3316036133940094,24411
Demanda real,2022-03-05 01:30:00+01:00,0.3314213135575859,24267
Demanda real,2022-03-05 01:40:00+01:00,0.32987648887299537,23984
Demanda real,2022-03-05 01:50:00+01:00,0.32868807085524493,23751
Demanda real,2022-03-05 02:00:00+01:00,0.33507764546148844,23692
Demanda real,2022-03-05 02:10:00+01:00,0.3317588298251873,23248
Demanda real,2022-03-05 02:20:00+01:00,0.33131165404909385,23107
Demanda real,2022-03-05 02:30:00+01:00,0.33021357599180884,22898
Demanda real,2022-03-05 02:40:00+01:00,0.3279765191363227,22572
Demanda real,2022-03-05 02:50:00+01:00,0.3317468148707084,22862
Demanda real,2022-03-05 03:00:00+01:00,0.33096580399816516,22367
Demanda real,2022-03-05 03:10:00+01:00,0.333545465309022,22537
Demanda real,2022-03-05 03:20:00+01:00,0.3342035004449718,22532
Demanda real,2022-03-05 03:30:00+01:00,0.33161696665771173,22219
Demanda real,2022-03-05 03:40:00+01:00,0.331709285468757,22195
Demanda real,2022-03-05 03:50:00+01:00,0.33285560730920816,22296
Demanda real,2022-03-05 04:00:00+01:00,0.3325892183776283,22050
Demanda real,2022-03-05 04:10:00+01:00,0.33235302989171417,22037
Demanda real,2022-03-05 04:20:00+01:00,0.3335591383281398,22158
Demanda real,2022-03-05 04:30:00+01:00,0.3317124735729387,21966
Demanda real,2022-03-05 04:40:00+01:00,0.33422669236328595,22198
Demanda real,2022-03-05 04:50:00+01:00,0.3303563305534496,21787
Demanda real,2022-03-05 05:00:00+01:00,0.3316432182227907,21781
Demanda real,2022-03-05 05:10:00+01:00,0.3356675154601673,22146
Demanda real,2022-03-05 05:20:00+01:00,0.331185488303915,21690
Demanda real,2022-03-05 05:30:00+01:00,0.33035277573978966,21613
Demanda real,2022-03-05 05:40:00+01:00,0.3306012180044874,21660
Demanda real,2022-03-05 05:50:00+01:00,0.3312635071378565,21766
Demanda real,2022-03-05 06:00:00+01:00,0.3261595882370647,21672
Demanda real,2022-03-05 06:10:00+01:00,0.3304904051172708,22165
Demanda real,2022-03-05 06:20:00+01:00,0.33006891008944916,22177
Demanda real,2022-03-05 06:30:00+01:00,0.3294380017841213,22158
Demanda real,2022-03-05 06:40:00+01:00,0.3337610430216952,22630
Demanda real,2022-03-05 06:50:00+01:00,0.33210757166275306,22488
Demanda real,2022-03-05 07:00:00+01:00,0.33137203626220363,22809
