Nombre,Fecha,Porcentaje,Consumo
Demanda real,2022-05-20 00:00:00+02:00,0.33253489395861924,25683
Demanda real,2022-05-20 00:10:00+02:00,0.3359021027765945,26022
Demanda real,2022-05-20 00:20:00+02:00,0.3372555604350185,26111
Demanda real,2022-05-20 00:30:00+02:00,0.3346818779025145,25728
Demanda real,2022-05-20 00:40:00+02:00,0.3333769479372473,25479
Demanda real,2022-05-20 00:50:00+02:00,0.33137350541149796,25137
Demanda real,2022-05-20 01:00:00+02:00,0.33413572066102293,24708
Demanda real,2022-05-20 01:10:00+02:00,0.3331245489576667,24465
Demanda real,2022-05-20 01:20:00+02:00,0.33477560602751694,24527
Demanda real,2022-05-20 01:30:00+02:00,0.3332692096295482,24254
Demanda real,2022-05-20 01:40:00+02:00,0.3333011463175755,24162
Demanda real,2022-05-20 01:50:00+02:00,0.3314084233321303,23874
Demanda real,2022-05-20 02:00:00+02:00,0.3362099455329985,23765
Demanda real,2022-05-20 02:10:00+02:00,0.3353408235444512,23609
Demanda real,2022-05-20 02:20:00+02:00,0.3328474246841594,23290
Demanda real,2022-05-20 02:30:00+02:00,0.33356224158404507,23315
Demanda real,2022-05-20 02:40:00+02:00,0.3318963659093848,23097
Demanda real,2022-05-20 02:50:00+02:00,0.3324609212096809,23119
Demanda real,2022-05-20 03:00:00+02:00,0.3327109567231148,22987
Demanda real,2022-05-20 03:10:00+02:00,0.3339408140241257,23088
Demanda real,2022-05-20 03:20:00+02:00,0.3329853256771649,22964
Demanda real,2022-05-20 03:30:00+02:00,0.33179200837550166,22818
Demanda real,2022-05-20 03:40:00+02:00,0.3331202974755251,22934
Demanda real,2022-05-20 03:50:00+02:00,0.3323484892588927,22835
Demanda real,2022-05-20 04:00:00+02:00,0.33182735327660323,22695
Demanda real,2022-05-20 04:10:00+02:00,0.33206581352833636,22705
Demanda real,2022-05-20 04:20:00+02:00,0.3323924711525805,22728
Demanda real,2022-05-20 04:30:00+02:00,0.33376644232594127,22862
Demanda real,2022-05-20 04:40:00+02:00,0.3326166447272195,22741
Demanda real,2022-05-20 04:50:00+02:00,0.3343253534071513,22917
Demanda real,2022-05-20 05:00:00+02:00,0.3310534111701664,22797
Demanda real,2022-05-20 05:10:00+02:00,0.33212625114069266,22929
Demanda real,2022-05-20 05:20:00+02:00,0.3318198906850979,22948
Demanda real,2022-05-20 05:30:00+02:00,0.33243118737763444,23092
