Fecha,Nombre,Consumo
2022-01-01,Hidráulica,49977.614
2022-01-02,Hidráulica,52671.85
2022-01-03,Hidráulica,53077.433
2022-01-04,Hidráulica,51506.319
2022-01-05,Hidráulica,57204.864
2022-01-06,Hidráulica,60829.19
2022-01-07,Hidráulica,61838.211
2022-01-08,Hidráulica,56449.569
2022-01-09,Hidráulica,48002.614
2022-01-10,Hidráulica,71548.075
2022-01-11,Hidráulica,72597.988
2022-01-12,Hidráulica,64169.849
2022-01-13,Hidráulica,92776.88
2022-01-14,Hidráulica,94155.755
2022-01-15,Hidráulica,91897.093
2022-01-16,Hidráulica,77930.848
2022-01-17,Hidráulica,86795.307
2022-01-18,Hidráulica,88297.909
2022-01-19,Hidráulica,79457.701
2022-01-20,Hidráulica,69431.132
2022-01-21,Hidráulica,55317.069
2022-01-22,Hidráulica,52918.314
2022-01-23,Hidráulica,66034.786
2022-01-24,Hidráulica,93488.907
2022-01-25,Hidráulica,75785.36
2022-01-26,Hidráulica,82579.864
2022-01-27,Hidráulica,66981.804
2022-01-28,Hidráulica,54868.246
2022-01-29,Hidráulica,54098.189
2022-01-30,Hidráulica,52944.092
2022-01-31,Hidráulica,50224.619
2022-01-01,Nuclear,146330.95
2022-01-02,Nuclear,146138.948
2022-01-03,Nuclear,146274.89
2022-01-04,Nuclear,146073.107
2022-01-05,Nuclear,145975.31
2022-01-06,Nuclear,146058.038
2022-01-07,Nuclear,146066.519
2022-01-08,Nuclear,145396.373
2022-01-09,Nuclear,149114.117
2022-01-10,Nuclear,157620.376
2022-01-11,Nuclear,163974.792
2022-01-12,Nuclear,169838.23
2022-01-13,Nuclear,170731.063
2022-01-14,Nuclear,170779.552
2022-01-15,Nuclear,170821.387
2022-01-16,Nuclear,167781.743
2022-01-17,Nuclear,170731.688
2022-01-18,Nuclear,170661.902
2022-01-19,Nuclear,170713.595
2022-01-20,Nuclear,170635.074
2022-01-21,Nuclear,170621.715
2022-01-22,Nuclear,170659.574
2022-01-23,Nuclear,170714.617
2022-01-24,Nuclear,170646.658
2022-01-25,Nuclear,170571.719
2022-01-26,Nuclear,170613.297
2022-01-27,Nuclear,170517.674
2022-01-28,Nuclear,170600.564
2022-01-29,Nuclear,170255.944
2022-01-30,Nuclear,170783.395
2022-01-31,Nuclear,170722.14
2022-01-01,Eólica,139626.383
2022-01-02,Eólica,103705.874
2022-01-03,Eólica,152618.403
2022-01-04,Eólica,305404.417
2022-01-05,Eólica,295407.698
2022-01-06,Eólica,204615.48
2022-01-07,Eólica,216527.989
2022-01-08,Eólica,267811.847
2022-01-09,Eólica,393254.849
2022-01-10,Eólica,307710.197
2022-01-11,Eólica,244617.623
2022-01-12,Eólica,263677.608
2022-01-13,Eólica,129536.027
2022-01-14,Eólica,84743.818
2022-01-15,Eólica,62950.581
2022-01-16,Eólica,65180.163
2022-01-17,Eólica,77146.126
2022-01-18,Eólica,51623.799
2022-01-19,Eólica,96967.658
2022-01-20,Eólica,209238.105
2022-01-21,Eólica,308179.115
2022-01-22,Eólica,175449.539
2022-01-23,Eólica,95110.333
2022-01-24,Eólica,82523.812
2022-01-25,Eólica,103982.76
2022-01-26,Eólica,126042.576
2022-01-27,Eólica,135885.429
2022-01-28,Eólica,214710.929
2022-01-29,Eólica,116010.519
2022-01-30,Eólica,92209.933
2022-01-31,Eólica,292307.57
2022-01-01,Solar fotovoltaica,45824.194
2022-01-02,Solar fotovoltaica,42955.896
2022-01-03,Solar fotovoltaica,47226.381
2022-01-04,Solar fotovoltaica,28149.755
2022-01-05,Solar fotovoltaica,34613.953
2022-01-06,Solar fotovoltaica,52717.779
2022-01-07,Solar fotovoltaica,51956.984
2022-01-08,Solar fotovoltaica,44703.705
2022-01-09,Solar fotovoltaica,39883.161
2022-01-10,Solar fotovoltaica,37640.325
2022-01-11,Solar fotovoltaica,44564.886
2022-01-12,Solar fotovoltaica,54425.33
2022-01-13,Solar fotovoltaica,52670.621
2022-01-14,Solar fotovoltaica,51637.608
2022-01-15,Solar fotovoltaica,52724.844
2022-01-16,Solar fotovoltaica,56701.321
2022-01-17,Solar fotovoltaica,59702.162
2022-01-18,Solar fotovoltaica,60576.975
2022-01-19,Solar fotovoltaica,59132.45
2022-01-20,Solar fotovoltaica,59281.943
2022-01-21,Solar fotovoltaica,60353.658
2022-01-22,Solar fotovoltaica,53945.046
2022-01-23,Solar fotovoltaica,47149.617
2022-01-24,Solar fotovoltaica,44463.232
2022-01-25,Solar fotovoltaica,44158.014
2022-01-26,Solar fotovoltaica,39290.116
2022-01-27,Solar fotovoltaica,51044.587
2022-01-28,Solar fotovoltaica,65288.559
2022-01-29,Solar fotovoltaica,66309.539
2022-01-30,Solar fotovoltaica,59624.784
2022-01-31,Solar fotovoltaica,60574.259
2022-01-03,Hidráulica,53077.433
2022-01-04,Hidráulica,51506.319
2022-01-05,Hidráulica,57204.864
