Fecha,Nombre,Precio
2023-01-01,Precio mercado SPOT Diario,160.73
2023-01-02,Precio mercado SPOT Diario,2701.2
2023-01-03,Precio mercado SPOT Diario,3330.88
2023-01-04,Precio mercado SPOT Diario,2766.17
2023-01-05,Precio mercado SPOT Diario,2620.44
2023-01-06,Precio mercado SPOT Diario,2499.36
2023-01-07,Precio mercado SPOT Diario,570.57
2023-01-08,Precio mercado SPOT Diario,246.76
2023-01-09,Precio mercado SPOT Diario,2058.78
2023-01-10,Precio mercado SPOT Diario,2625.57
2023-01-11,Precio mercado SPOT Diario,2012.05
2023-01-12,Precio mercado SPOT Diario,2224.53
2023-01-13,Precio mercado SPOT Diario,2123.59
2023-01-14,Precio mercado SPOT Diario,1271.94
2023-01-15,Precio mercado SPOT Diario,529.26
2023-01-16,Precio mercado SPOT Diario,317.32
2023-01-17,Precio mercado SPOT Diario,122.31
2023-01-18,Precio mercado SPOT Diario,518.63
2023-01-19,Precio mercado SPOT Diario,828.32
2023-01-20,Precio mercado SPOT Diario,2188.86
2023-01-21,Precio mercado SPOT Diario,1413.38
2023-01-22,Precio mercado SPOT Diario,904.78
2023-01-23,Precio mercado SPOT Diario,1726.08
2023-01-24,Precio mercado SPOT Diario,2098.75
2023-01-25,Precio mercado SPOT Diario,2238.06
2023-01-26,Precio mercado SPOT Diario,1617.55
2023-01-27,Precio mercado SPOT Diario,1096.13
2023-01-28,Precio mercado SPOT Diario,994.04
2023-01-29,Precio mercado SPOT Diario,1641.79
2023-01-30,Precio mercado SPOT Diario,3248.9
2023-01-31,Precio mercado SPOT Diario,3049.76
2023-02-01,Precio mercado SPOT Diario,3085.26
2023-02-02,Precio mercado SPOT Diario,3323.06
2023-02-03,Precio mercado SPOT Diario,3326.03
2023-02-04,Precio mercado SPOT Diario,3014.38
2023-02-05,Precio mercado SPOT Diario,1905.15
2023-02-06,Precio mercado SPOT Diario,3239.59
2023-02-07,Precio mercado SPOT Diario,3296.64
2023-02-08,Precio mercado SPOT Diario,3312.06
2023-02-09,Precio mercado SPOT Diario,3479.91
2023-02-10,Precio mercado SPOT Diario,3409.24
2023-02-11,Precio mercado SPOT Diario,3162.24
2023-02-12,Precio mercado SPOT Diario,3306.45
2023-02-13,Precio mercado SPOT Diario,3522.41
2023-02-14,Precio mercado SPOT Diario,3429.67
2023-02-15,Precio mercado SPOT Diario,3481.7
2023-02-16,Precio mercado SPOT Diario,3499.32
2023-02-17,Precio mercado SPOT Diario,3205.42
2023-02-18,Precio mercado SPOT Diario,3085.5
2023-02-19,Precio mercado SPOT Diario,2978.08
2023-02-20,Precio mercado SPOT Diario,3219.19
2023-02-21,Precio mercado SPOT Diario,3634.25
2023-02-22,Precio mercado SPOT Diario,3466.79
2023-02-23,Precio mercado SPOT Diario,3373.64
2023-02-24,Precio mercado SPOT Diario,3553.89
2023-02-25,Precio mercado SPOT Diario,3434.34
2023-02-26,Precio mercado SPOT Diario,1945.11
2023-02-27,Precio mercado SPOT Diario,2820.19
2023-02-28,Precio mercado SPOT Diario,3184.35
2023-03-01,Precio mercado SPOT Diario,3501.87
2023-03-02,Precio mercado SPOT Diario,3410.19
2023-03-03,Precio mercado SPOT Diario,3421.33
2023-03-04,Precio mercado SPOT Diario,3325.66
2023-03-05,Precio mercado SPOT Diario,3454.18
2023-03-06,Precio mercado SPOT Diario,3546.5
2023-03-07,Precio mercado SPOT Diario,2903.68
2023-03-08,Precio mercado SPOT Diario,2374.31
2023-03-09,Precio mercado SPOT Diario,1766.23
2023-03-10,Precio mercado SPOT Diario,1025.05
2023-03-11,Precio mercado SPOT Diario,720.77
2023-03-12,Precio mercado SPOT Diario,1934.84
2023-03-13,Precio mercado SPOT Diario,884.19
2023-03-14,Precio mercado SPOT Diario,1476.22
2023-03-15,Precio mercado SPOT Diario,3184.2
2023-03-16,Precio mercado SPOT Diario,2107.94
2023-03-17,Precio mercado SPOT Diario,1686.42
2023-03-18,Precio mercado SPOT Diario,2438.73
2023-03-19,Precio mercado SPOT Diario,2300.98
2023-03-20,Precio mercado SPOT Diario,2917.54
2023-03-21,Precio mercado SPOT Diario,2864.13
2023-03-22,Precio mercado SPOT Diario,2429.22
2023-03-23,Precio mercado SPOT Diario,2012.12
2023-03-24,Precio mercado SPOT Diario,1419.71
2023-03-25,Precio mercado SPOT Diario,936.92
2023-03-26,Precio mercado SPOT Diario,654.98
2023-03-27,Precio mercado SPOT Diario,2463.09
2023-03-28,Precio mercado SPOT Diario,2685.86
2023-03-29,Precio mercado SPOT Diario,1653.73
2023-03-30,Precio mercado SPOT Diario,746.63
2023-03-31,Precio mercado SPOT Diario,396.63
2023-04-01,Precio mercado SPOT Diario,815.86
2023-04-02,Precio mercado SPOT Diario,377.85
2023-04-03,Precio mercado SPOT Diario,1483.0
2023-04-04,Precio mercado SPOT Diario,1348.93
2023-04-05,Precio mercado SPOT Diario,2498.04
2023-04-06,Precio mercado SPOT Diario,2151.68
2023-04-07,Precio mercado SPOT Diario,1996.96
