Nombre,Fecha,Porcentaje,Consumo
Demanda real,2021-03-27 00:00:00+01:00,0.33691506006180744,26056
Demanda real,2021-03-27 00:10:00+01:00,0.33515039550374687,25761
Demanda real,2021-03-27 00:20:00+01:00,0.3364188678261323,25804
Demanda real,2021-03-27 00:30:00+01:00,0.33385485143307914,25393
Demanda real,2021-03-27 00:40:00+01:00,0.3340467414424055,25285
Demanda real,2021-03-27 00:50:00+01:00,0.3313098700536329,24833
Demanda real,2021-03-27 01:00:00+01:00,0.3360548125051284,24573
Demanda real,2021-03-27 01:10:00+01:00,0.33566096465856815,24371
Demanda real,2021-03-27 01:20:00+01:00,0.33567479945134876,24228
Demanda real,2021-03-27 01:30:00+01:00,0.33237669919222745,23742
Demanda real,2021-03-27 01:40:00+01:00,0.33189260724492814,23574
Demanda real,2021-03-27 01:50:00+01:00,0.3343523710236398,23733
Demanda real,2021-03-27 02:00:00+01:00,0.3377508409697251,23294
Demanda real,2021-03-27 02:10:00+01:00,0.33768879317870965,23208
Demanda real,2021-03-27 02:20:00+01:00,0.33715529329282545,23083
Demanda real,2021-03-27 02:30:00+01:00,0.3341522257200859,22715
Demanda real,2021-03-27 02:40:00+01:00,0.33561341571050307,22815
Demanda real,2021-03-27 02:50:00+01:00,0.33759880116357655,22979
Demanda real,2021-03-27 03:00:00+01:00,0.33782365031718103,22846
Demanda real,2021-03-27 03:10:00+01:00,0.3347560340853323,22510
Demanda real,2021-03-27 03:20:00+01:00,0.334212329787551,22433
Demanda real,2021-03-27 03:30:00+01:00,0.33308935560003583,22299
Demanda real,2021-03-27 03:40:00+01:00,0.33217557937601055,22188
Demanda real,2021-03-27 03:50:00+01:00,0.33276948640031134,22230
Demanda real,2021-03-27 04:00:00+01:00,0.3345692540943003,22288
Demanda real,2021-03-27 04:10:00+01:00,0.33428013225127745,22243
Demanda real,2021-03-27 04:20:00+01:00,0.33271022401784905,22070
Demanda real,2021-03-27 04:30:00+01:00,0.3328908866029141,22070
Demanda real,2021-03-27 04:40:00+01:00,0.33243198332250706,22006
Demanda real,2021-03-27 04:50:00+01:00,0.33089851031263734,21835
Demanda real,2021-03-27 05:00:00+01:00,0.3308573243975129,21870
Demanda real,2021-03-27 05:10:00+01:00,0.3323768387350107,22008
Demanda real,2021-03-27 05:20:00+01:00,0.33202405051817385,21978
Demanda real,2021-03-27 05:30:00+01:00,0.3350410913625505,22300
Demanda real,2021-03-27 05:40:00+01:00,0.33299735226862437,22135
Demanda real,2021-03-27 05:50:00+01:00,0.33194559254527695,22086
Demanda real,2021-03-27 06:00:00+01:00,0.32858623242042934,22196
Demanda real,2021-03-27 06:10:00+01:00,0.3328592792422954,22703
Demanda real,2021-03-27 06:20:00+01:00,0.3336011217901902,22839
Demanda real,2021-03-27 06:30:00+01:00,0.3302666276003516,22544
Demanda real,2021-03-27 06:40:00+01:00,0.33120042073892275,22671
Demanda real,2021-03-27 06:50:00+01:00,0.3309188620830656,22660
Demanda real,2021-03-27 07:00:00+01:00,0.3328215527230591,22978
Demanda real,2021-03-27 07:10:00+01:00,0.3347863741339492,23194
Demanda real,2021-03-27 07:20:00+01:00,0.3348364788935312,23241
Demanda real,2021-03-27 07:30:00+01:00,0.33247809040590404,23066
Demanda real,2021-03-27 07:40:00+01:00,0.33427798531495556,23355
Demanda real,2021-03-27 07:50:00+01:00,0.33776034660965354,23855
Demanda real,2021-03-27 08:00:00+01:00,0.33003291315570243,24166
Demanda real,2021-03-27 08:10:00+01:00,0.3324192524349224,24608
Demanda real,2021-03-27 08:20:00+01:00,0.33290918832038574,24855
