Fecha,Nombre,Precio
2023-01-01,GDAES_D+1,63.81
2023-01-02,GDAES_D+1,65.98
2023-01-03,GDAES_D+1,67.29
2023-01-04,GDAES_D+1,57.45
2023-01-05,GDAES_D+1,59.05
2023-01-06,GDAES_D+1,63.52
2023-01-07,GDAES_D+1,61.94
2023-01-08,GDAES_D+1,65.5
2023-01-09,GDAES_D+1,65.48
2023-01-10,GDAES_D+1,65.62
2023-01-11,GDAES_D+1,61.5
2023-01-12,GDAES_D+1,62.41
2023-01-13,GDAES_D+1,62.69
2023-01-14,GDAES_D+1,63.32
2023-01-15,GDAES_D+1,61.44
2023-01-16,GDAES_D+1,54.05
2023-01-17,GDAES_D+1,51.61
2023-01-18,GDAES_D+1,57.94
2023-01-19,GDAES_D+1,58.49
2023-01-20,GDAES_D+1,59.88
2023-01-21,GDAES_D+1,66.33
2023-01-22,GDAES_D+1,67.31
2023-01-23,GDAES_D+1,61.87
2023-01-24,GDAES_D+1,55.19
2023-01-25,GDAES_D+1,50.81
2023-01-26,GDAES_D+1,51.4
2023-01-27,GDAES_D+1,50.68
2023-01-28,GDAES_D+1,55.63
2023-01-29,GDAES_D+1,56.75
2023-01-30,GDAES_D+1,54.35
2023-01-31,GDAES_D+1,56.0
2023-02-01,GDAES_D+1,57.28
2023-02-02,GDAES_D+1,56.06
2023-02-03,GDAES_D+1,57.93
2023-02-04,GDAES_D+1,60.43
2023-02-05,GDAES_D+1,60.58
2023-02-06,GDAES_D+1,56.2
2023-02-07,GDAES_D+1,54.99
2023-02-08,GDAES_D+1,52.58
2023-02-09,GDAES_D+1,52.59
2023-02-10,GDAES_D+1,52.38
2023-02-11,GDAES_D+1,54.26
2023-02-12,GDAES_D+1,55.43
2023-02-13,GDAES_D+1,51.08
2023-02-14,GDAES_D+1,51.65
2023-02-15,GDAES_D+1,53.12
2023-02-16,GDAES_D+1,51.15
2023-02-17,GDAES_D+1,48.43
2023-02-18,GDAES_D+1,47.84
2023-02-19,GDAES_D+1,48.83
2023-02-20,GDAES_D+1,50.39
2023-02-21,GDAES_D+1,47.94
2023-02-22,GDAES_D+1,49.04
2023-02-23,GDAES_D+1,49.49
2023-02-24,GDAES_D+1,51.51
2023-02-25,GDAES_D+1,49.38
2023-02-26,GDAES_D+1,50.0
2023-02-27,GDAES_D+1,47.5
2023-02-28,GDAES_D+1,46.78
2023-03-01,GDAES_D+1,47.65
2023-03-02,GDAES_D+1,48.04
