Fecha,Nombre,Precio
2021-01-01,GDAES_D+1,20.58
2021-01-02,GDAES_D+1,21.56
2021-01-03,GDAES_D+1,23.56
2021-01-04,GDAES_D+1,26.69
2021-01-05,GDAES_D+1,31.67
2021-01-06,GDAES_D+1,38.95
2021-01-07,GDAES_D+1,51.13
2021-01-08,GDAES_D+1,58.66
2021-01-09,GDAES_D+1,44.65
2021-01-10,GDAES_D+1,34.77
2021-01-11,GDAES_D+1,30.47
2021-01-12,GDAES_D+1,32.79
2021-01-13,GDAES_D+1,30.04
2021-01-14,GDAES_D+1,29.18
2021-01-15,GDAES_D+1,28.2
2021-01-16,GDAES_D+1,26.4
2021-01-17,GDAES_D+1,27.11
2021-01-18,GDAES_D+1,27.43
2021-01-19,GDAES_D+1,26.98
2021-01-20,GDAES_D+1,24.58
2021-01-21,GDAES_D+1,23.08
2021-01-22,GDAES_D+1,22.65
2021-01-23,GDAES_D+1,24.61
2021-01-24,GDAES_D+1,24.49
2021-01-25,GDAES_D+1,23.34
2021-01-26,GDAES_D+1,22.09
2021-01-27,GDAES_D+1,19.71
2021-01-28,GDAES_D+1,20.51
2021-01-29,GDAES_D+1,20.79
2021-01-30,GDAES_D+1,19.66
2021-01-31,GDAES_D+1,19.91
2021-02-01,GDAES_D+1,18.11
2021-02-02,GDAES_D+1,17.78
2021-02-03,GDAES_D+1,17.47
2021-02-04,GDAES_D+1,17.85
2021-02-05,GDAES_D+1,17.8
2021-02-06,GDAES_D+1,17.75
2021-02-07,GDAES_D+1,18.0
2021-02-08,GDAES_D+1,18.93
2021-02-09,GDAES_D+1,18.19
2021-02-10,GDAES_D+1,18.31
2021-02-11,GDAES_D+1,17.72
2021-02-12,GDAES_D+1,16.93
2021-02-13,GDAES_D+1,16.67
2021-02-14,GDAES_D+1,17.32
2021-02-15,GDAES_D+1,16.1
2021-02-16,GDAES_D+1,16.13
2021-02-17,GDAES_D+1,16.43
2021-02-18,GDAES_D+1,16.05
2021-02-19,GDAES_D+1,15.81
2021-02-20,GDAES_D+1,15.94
2021-02-21,GDAES_D+1,16.28
2021-02-22,GDAES_D+1,15.75
2021-02-23,GDAES_D+1,15.77
2021-02-24,GDAES_D+1,15.75
2021-02-25,GDAES_D+1,15.83
2021-02-26,GDAES_D+1,15.34
2021-02-27,GDAES_D+1,15.23
2021-02-28,GDAES_D+1,16.42
2021-03-01,GDAES_D+1,16.44
2021-03-02,GDAES_D+1,16.24
2021-03-03,GDAES_D+1,16.1
2021-03-04,GDAES_D+1,16.13
2021-03-05,GDAES_D+1,15.91
2021-03-06,GDAES_D+1,16.46
2021-03-07,GDAES_D+1,17.22
2021-03-08,GDAES_D+1,16.62
2021-03-09,GDAES_D+1,17.07
2021-03-10,GDAES_D+1,17.87
2021-03-11,GDAES_D+1,17.78
2021-03-12,GDAES_D+1,17.47
2021-03-13,GDAES_D+1,17.96
2021-03-14,GDAES_D+1,18.95
2021-03-15,GDAES_D+1,18.45
2021-03-16,GDAES_D+1,17.42
2021-03-17,GDAES_D+1,17.26
2021-03-18,GDAES_D+1,17.81
2021-03-19,GDAES_D+1,17.51
2021-03-20,GDAES_D+1,16.58
2021-03-21,GDAES_D+1,17.72
2021-03-22,GDAES_D+1,18.22
2021-03-23,GDAES_D+1,18.58
2021-03-24,GDAES_D+1,18.56
2021-03-25,GDAES_D+1,18.49
2021-03-26,GDAES_D+1,17.93
2021-03-27,GDAES_D+1,17.78
2021-03-28,GDAES_D+1,18.42
2021-03-29,GDAES_D+1,17.93
2021-03-30,GDAES_D+1,18.06
2021-03-31,GDAES_D+1,18.59
2021-04-01,GDAES_D+1,18.74
2021-04-02,GDAES_D+1,19.22
2021-04-03,GDAES_D+1,19.04
2021-04-04,GDAES_D+1,19.25
2021-04-05,GDAES_D+1,19.46
2021-04-06,GDAES_D+1,19.95
2021-04-07,GDAES_D+1,20.49
2021-04-08,GDAES_D+1,20.13
2021-04-09,GDAES_D+1,19.48
2021-04-10,GDAES_D+1,19.54
2021-04-11,GDAES_D+1,20.47
2021-04-12,GDAES_D+1,21.06
2021-04-13,GDAES_D+1,21.08
2021-04-14,GDAES_D+1,20.9
2021-04-15,GDAES_D+1,21.23
2021-04-16,GDAES_D+1,21.21
2021-04-17,GDAES_D+1,21.52
2021-04-18,GDAES_D+1,22.7
2021-04-19,GDAES_D+1,22.96
2021-04-20,GDAES_D+1,22.2
2021-04-21,GDAES_D+1,22.53
2021-04-22,GDAES_D+1,21.98
2021-04-23,GDAES_D+1,21.4
2021-04-24,GDAES_D+1,20.39
2021-04-25,GDAES_D+1,22.15
2021-04-26,GDAES_D+1,22.03
2021-04-27,GDAES_D+1,22.44
2021-04-28,GDAES_D+1,23.12
2021-04-29,GDAES_D+1,22.97
2021-04-30,GDAES_D+1,22.91
2021-05-01,GDAES_D+1,22.95
2021-05-02,GDAES_D+1,25.32
2021-05-03,GDAES_D+1,26.78
2021-05-04,GDAES_D+1,25.55
2021-05-05,GDAES_D+1,24.09
2021-05-06,GDAES_D+1,24.96
2021-05-07,GDAES_D+1,23.76
2021-05-08,GDAES_D+1,24.24
2021-05-09,GDAES_D+1,24.34
2021-05-10,GDAES_D+1,24.47
2021-05-11,GDAES_D+1,24.94
2021-05-12,GDAES_D+1,25.46
2021-05-13,GDAES_D+1,24.63
2021-05-14,GDAES_D+1,25.02
2021-05-15,GDAES_D+1,25.48
2021-05-16,GDAES_D+1,26.5
2021-05-17,GDAES_D+1,25.56
2021-05-18,GDAES_D+1,25.12
2021-05-19,GDAES_D+1,23.44
2021-05-20,GDAES_D+1,23.47
2021-05-21,GDAES_D+1,24.44
2021-05-22,GDAES_D+1,25.13
2021-05-23,GDAES_D+1,25.11
2021-05-24,GDAES_D+1,23.93
2021-05-25,GDAES_D+1,25.35
2021-05-26,GDAES_D+1,26.56
2021-05-27,GDAES_D+1,26.06
2021-05-28,GDAES_D+1,25.08
2021-05-29,GDAES_D+1,24.46
2021-05-30,GDAES_D+1,26.74
2021-05-31,GDAES_D+1,26.3
2021-06-01,GDAES_D+1,26.25
2021-06-02,GDAES_D+1,25.88
2021-06-03,GDAES_D+1,25.42
2021-06-04,GDAES_D+1,24.89
2021-06-05,GDAES_D+1,26.06
2021-06-06,GDAES_D+1,26.46
2021-06-07,GDAES_D+1,26.31
2021-06-08,GDAES_D+1,27.43
2021-06-09,GDAES_D+1,28.05
2021-06-10,GDAES_D+1,28.28
2021-06-11,GDAES_D+1,27.54
2021-06-12,GDAES_D+1,27.07
2021-06-13,GDAES_D+1,29.18
2021-06-14,GDAES_D+1,29.28
2021-06-15,GDAES_D+1,29.18
2021-06-16,GDAES_D+1,28.85
2021-06-17,GDAES_D+1,29.27
2021-06-18,GDAES_D+1,28.77
2021-06-19,GDAES_D+1,28.03
2021-06-20,GDAES_D+1,29.81
2021-06-21,GDAES_D+1,29.84
2021-06-22,GDAES_D+1,29.99
2021-06-23,GDAES_D+1,31.25
2021-06-24,GDAES_D+1,31.07
2021-06-25,GDAES_D+1,30.92
2021-06-26,GDAES_D+1,31.77
2021-06-27,GDAES_D+1,31.91
2021-06-28,GDAES_D+1,32.05
2021-06-29,GDAES_D+1,33.38
2021-06-30,GDAES_D+1,34.74
2021-07-01,GDAES_D+1,37.73
2021-07-02,GDAES_D+1,36.46
2021-07-03,GDAES_D+1,34.68
2021-07-04,GDAES_D+1,37.9
2021-07-05,GDAES_D+1,37.24
2021-07-06,GDAES_D+1,36.99
2021-07-07,GDAES_D+1,35.89
2021-07-08,GDAES_D+1,33.59
2021-07-09,GDAES_D+1,35.27
2021-07-10,GDAES_D+1,36.89
2021-07-11,GDAES_D+1,37.23
2021-07-12,GDAES_D+1,35.72
2021-07-13,GDAES_D+1,35.03
2021-07-14,GDAES_D+1,34.55
2021-07-15,GDAES_D+1,34.13
2021-07-16,GDAES_D+1,34.28
2021-07-17,GDAES_D+1,35.67
2021-07-18,GDAES_D+1,36.35
2021-07-19,GDAES_D+1,37.39
2021-07-20,GDAES_D+1,37.19
2021-07-21,GDAES_D+1,37.36
2021-07-22,GDAES_D+1,37.21
2021-07-23,GDAES_D+1,35.88
2021-07-24,GDAES_D+1,35.4
2021-07-25,GDAES_D+1,38.31
