Fecha,Nombre,Precio
2022-01-01,GDAES_D+1,53.17
2022-01-02,GDAES_D+1,57.72
2022-01-03,GDAES_D+1,73.58
2022-01-04,GDAES_D+1,88.17
2022-01-05,GDAES_D+1,90.2
2022-01-06,GDAES_D+1,93.3
2022-01-07,GDAES_D+1,90.75
2022-01-08,GDAES_D+1,85.8
2022-01-09,GDAES_D+1,88.1
2022-01-10,GDAES_D+1,86.36
2022-01-11,GDAES_D+1,80.89
2022-01-12,GDAES_D+1,77.97
2022-01-13,GDAES_D+1,74.24
2022-01-14,GDAES_D+1,88.32
2022-01-15,GDAES_D+1,87.73
2022-01-16,GDAES_D+1,93.34
2022-01-17,GDAES_D+1,80.56
2022-01-18,GDAES_D+1,77.46
2022-01-19,GDAES_D+1,73.09
2022-01-20,GDAES_D+1,71.88
2022-01-21,GDAES_D+1,77.69
2022-01-22,GDAES_D+1,81.69
2022-01-23,GDAES_D+1,86.0
2022-01-24,GDAES_D+1,86.87
2022-01-25,GDAES_D+1,90.64
2022-01-26,GDAES_D+1,90.05
2022-01-27,GDAES_D+1,90.7
2022-01-28,GDAES_D+1,92.0
2022-01-29,GDAES_D+1,92.61
2022-01-30,GDAES_D+1,94.13
2022-01-31,GDAES_D+1,85.05
2022-02-01,GDAES_D+1,76.28
2022-02-02,GDAES_D+1,77.72
2022-02-03,GDAES_D+1,78.04
2022-02-04,GDAES_D+1,80.58
2022-02-05,GDAES_D+1,80.81
2022-02-06,GDAES_D+1,82.25
2022-02-07,GDAES_D+1,77.83
2022-02-08,GDAES_D+1,80.89
2022-02-09,GDAES_D+1,76.4
2022-02-10,GDAES_D+1,74.85
2022-02-11,GDAES_D+1,75.02
2022-02-12,GDAES_D+1,77.79
2022-02-13,GDAES_D+1,79.34
2022-02-14,GDAES_D+1,80.77
2022-02-15,GDAES_D+1,73.98
2022-02-16,GDAES_D+1,68.28
2022-02-17,GDAES_D+1,72.06
2022-02-18,GDAES_D+1,70.45
2022-02-19,GDAES_D+1,74.75
2022-02-20,GDAES_D+1,78.37
2022-02-21,GDAES_D+1,72.12
2022-02-22,GDAES_D+1,78.44
2022-02-23,GDAES_D+1,85.42
2022-02-24,GDAES_D+1,121.74
2022-02-25,GDAES_D+1,100.85
2022-02-26,GDAES_D+1,108.31
2022-02-27,GDAES_D+1,110.0
2022-02-28,GDAES_D+1,105.7
2022-03-01,GDAES_D+1,110.77
2022-03-02,GDAES_D+1,160.0
2022-03-03,GDAES_D+1,164.59
2022-03-04,GDAES_D+1,179.87
2022-03-05,GDAES_D+1,195.74
2022-03-06,GDAES_D+1,198.56
2022-03-07,GDAES_D+1,241.36
2022-03-08,GDAES_D+1,206.1
2022-03-09,GDAES_D+1,154.47
2022-03-10,GDAES_D+1,127.38
2022-03-11,GDAES_D+1,116.77
2022-03-12,GDAES_D+1,114.96
2022-03-13,GDAES_D+1,121.75
2022-03-14,GDAES_D+1,108.2
2022-03-15,GDAES_D+1,111.03
2022-03-16,GDAES_D+1,101.73
2022-03-17,GDAES_D+1,102.44
2022-03-18,GDAES_D+1,101.95
2022-03-19,GDAES_D+1,91.46
2022-03-20,GDAES_D+1,98.0
2022-03-21,GDAES_D+1,95.48
2022-03-22,GDAES_D+1,93.69
2022-03-23,GDAES_D+1,104.04
2022-03-24,GDAES_D+1,112.29
2022-03-25,GDAES_D+1,100.96
2022-03-26,GDAES_D+1,92.25
2022-03-27,GDAES_D+1,94.78
2022-03-28,GDAES_D+1,99.83
2022-03-29,GDAES_D+1,106.29
2022-03-30,GDAES_D+1,113.38
2022-03-31,GDAES_D+1,115.83
2022-04-01,GDAES_D+1,117.99
2022-04-02,GDAES_D+1,116.15
2022-04-03,GDAES_D+1,116.14
2022-04-04,GDAES_D+1,107.41
2022-04-05,GDAES_D+1,104.97
2022-04-06,GDAES_D+1,103.56
2022-04-07,GDAES_D+1,98.25
2022-04-08,GDAES_D+1,97.63
2022-04-09,GDAES_D+1,100.66
2022-04-10,GDAES_D+1,102.4
2022-04-11,GDAES_D+1,94.59
2022-04-12,GDAES_D+1,94.26
2022-04-13,GDAES_D+1,93.16
2022-04-14,GDAES_D+1,84.44
2022-04-15,GDAES_D+1,71.97
2022-04-16,GDAES_D+1,72.58
2022-04-17,GDAES_D+1,66.21
2022-04-18,GDAES_D+1,63.34
2022-04-19,GDAES_D+1,71.82
2022-04-20,GDAES_D+1,81.7
2022-04-21,GDAES_D+1,84.68
2022-04-22,GDAES_D+1,80.72
2022-04-23,GDAES_D+1,77.19
2022-04-24,GDAES_D+1,87.74
2022-04-25,GDAES_D+1,85.48
2022-04-26,GDAES_D+1,80.03
2022-04-27,GDAES_D+1,90.02
2022-04-28,GDAES_D+1,81.69
2022-04-29,GDAES_D+1,75.95
2022-04-30,GDAES_D+1,80.64
2022-05-01,GDAES_D+1,83.65
2022-05-02,GDAES_D+1,81.24
2022-05-03,GDAES_D+1,81.84
2022-05-04,GDAES_D+1,84.14
2022-05-05,GDAES_D+1,84.3
2022-05-06,GDAES_D+1,81.53
2022-05-07,GDAES_D+1,81.53
2022-05-08,GDAES_D+1,84.12
2022-05-09,GDAES_D+1,78.12
2022-05-10,GDAES_D+1,69.89
2022-05-11,GDAES_D+1,69.78
2022-05-12,GDAES_D+1,81.53
2022-05-13,GDAES_D+1,75.23
2022-05-14,GDAES_D+1,76.81
2022-05-15,GDAES_D+1,77.01
2022-05-16,GDAES_D+1,74.04
2022-05-17,GDAES_D+1,72.56
2022-05-18,GDAES_D+1,76.16
2022-05-19,GDAES_D+1,75.81
2022-05-20,GDAES_D+1,74.41
2022-05-21,GDAES_D+1,74.46
2022-05-22,GDAES_D+1,79.97
2022-05-23,GDAES_D+1,72.77
2022-05-24,GDAES_D+1,75.62
2022-05-25,GDAES_D+1,75.77
2022-05-26,GDAES_D+1,75.73
2022-05-27,GDAES_D+1,72.68
2022-05-28,GDAES_D+1,74.98
2022-05-29,GDAES_D+1,80.16
2022-05-30,GDAES_D+1,79.77
2022-05-31,GDAES_D+1,82.48
2022-06-01,GDAES_D+1,78.64
2022-06-02,GDAES_D+1,78.4
2022-06-03,GDAES_D+1,75.15
2022-06-04,GDAES_D+1,78.36
2022-06-05,GDAES_D+1,77.56
2022-06-06,GDAES_D+1,74.26
2022-06-07,GDAES_D+1,71.74
2022-06-08,GDAES_D+1,71.94
2022-06-09,GDAES_D+1,79.23
2022-06-10,GDAES_D+1,79.34
2022-06-11,GDAES_D+1,77.18
2022-06-12,GDAES_D+1,79.4
2022-06-13,GDAES_D+1,79.52
2022-06-14,GDAES_D+1,85.65
2022-06-15,GDAES_D+1,100.72
2022-06-16,GDAES_D+1,122.22
2022-06-17,GDAES_D+1,110.92
2022-06-18,GDAES_D+1,107.04
2022-06-19,GDAES_D+1,114.42
2022-06-20,GDAES_D+1,116.38
2022-06-21,GDAES_D+1,116.51
2022-06-22,GDAES_D+1,118.1
2022-06-23,GDAES_D+1,121.37
2022-06-24,GDAES_D+1,117.45
2022-06-25,GDAES_D+1,117.88
2022-06-26,GDAES_D+1,124.37
2022-06-27,GDAES_D+1,120.47
2022-06-28,GDAES_D+1,115.35
2022-06-29,GDAES_D+1,117.6
2022-06-30,GDAES_D+1,124.59
2022-07-01,GDAES_D+1,125.58
2022-07-02,GDAES_D+1,125.18
2022-07-03,GDAES_D+1,136.15
2022-07-04,GDAES_D+1,135.36
